function_name,execution_time,memory_used_mb,memory_peak_mb,timestamp
model_fitting,0.010986566543579102,0.00390625,148.78125,2025-07-27 08:18:29.738029
model_fitting,0.009168863296508789,0.0,148.78515625,2025-07-27 08:18:29.758322
model_fitting,0.008068561553955078,0.0,148.78515625,2025-07-27 08:18:29.776139
model_fitting,0.008769512176513672,0.00390625,148.7890625,2025-07-27 08:18:29.794780
model_fitting,0.014372587203979492,0.00390625,148.79296875,2025-07-27 08:18:29.818745
model_fitting,0.013365745544433594,0.0,148.79296875,2025-07-27 08:18:29.838883
model_fitting,0.009555339813232422,0.00390625,148.80078125,2025-07-27 08:18:29.861178
model_fitting,0.01427149772644043,0.00390625,148.8046875,2025-07-27 08:18:29.885471
model_fitting,0.01262521743774414,0.0,148.80859375,2025-07-27 08:18:29.906271
model_fitting,0.009602069854736328,0.0,148.8125,2025-07-27 08:18:29.927874
model_fitting,0.013222455978393555,0.0,148.90234375,2025-07-27 08:18:32.509093
model_fitting,0.00935506820678711,0.0,148.90234375,2025-07-27 08:18:32.530698
model_fitting,0.011502504348754883,0.00390625,148.90625,2025-07-27 08:18:32.551831
model_fitting,0.014790773391723633,0.0,148.91015625,2025-07-27 08:18:32.575852
model_fitting,0.0105438232421875,0.0,148.91015625,2025-07-27 08:18:32.597075
model_fitting,0.010725259780883789,0.0,148.91015625,2025-07-27 08:18:32.617897
model_fitting,0.01586151123046875,0.0,148.9140625,2025-07-27 08:18:32.643850
model_fitting,0.003963470458984375,0.0,148.91796875,2025-07-27 08:18:32.658628
model_fitting,0.003305196762084961,0.0,148.91796875,2025-07-27 08:18:32.662365
model_fitting,0.015504121780395508,0.0,148.91796875,2025-07-27 08:18:32.678225
model_fitting,0.004480600357055664,0.0,148.91796875,2025-07-27 08:18:32.695160
model_fitting,0.019033432006835938,0.0078125,148.92578125,2025-07-27 08:18:32.714763
model_fitting,0.016971826553344727,0.0,148.92578125,2025-07-27 08:18:32.743454
model_fitting,0.007407426834106445,0.0,148.92578125,2025-07-27 08:18:32.765274
model_fitting,0.017418861389160156,0.0,148.92578125,2025-07-27 08:18:32.783200
model_fitting,0.016948699951171875,0.0,148.9296875,2025-07-27 08:18:32.815914
model_fitting,0.019449234008789062,0.0,148.9296875,2025-07-27 08:18:32.852614
model_fitting,0.014184713363647461,0.0,148.93359375,2025-07-27 08:18:32.878542
model_fitting,0.002990245819091797,0.0,148.96875,2025-07-27 08:18:35.688202
model_fitting,0.006348133087158203,0.0,148.96875,2025-07-27 08:18:35.694855
model_fitting,0.0030558109283447266,0.0,148.96875,2025-07-27 08:18:35.698439
model_fitting,0.0027425289154052734,0.0,148.96875,2025-07-27 08:18:35.701556
model_fitting,0.0033309459686279297,0.0,148.96875,2025-07-27 08:18:35.705190
model_fitting,0.005309104919433594,0.0,148.96875,2025-07-27 08:18:35.710922
model_fitting,0.008727312088012695,0.0,148.96875,2025-07-27 08:18:35.720016
model_fitting,0.01380157470703125,0.0,148.96875,2025-07-27 08:18:35.734068
model_fitting,0.011311054229736328,0.0,148.96875,2025-07-27 08:18:35.753766
model_fitting,0.008638620376586914,0.0,148.96875,2025-07-27 08:18:35.774215
model_fitting,0.0031156539916992188,0.0,148.96875,2025-07-27 08:18:35.787931
model_fitting,0.011446714401245117,0.00390625,148.97265625,2025-07-27 08:18:35.799781
model_fitting,0.004746198654174805,0.0,148.97265625,2025-07-27 08:18:35.811176
model_fitting,0.016965866088867188,0.01953125,148.9921875,2025-07-27 08:18:35.828552
model_fitting,0.014021873474121094,0.00390625,149.0,2025-07-27 08:18:35.854621
model_fitting,0.008975744247436523,0.0,149.0,2025-07-27 08:18:35.874742
model_fitting,0.009955167770385742,0.0,149.0,2025-07-27 08:18:35.896079
model_fitting,0.011056900024414062,0.0,149.00390625,2025-07-27 08:18:35.918795
model_fitting,0.012885332107543945,0.00390625,149.0078125,2025-07-27 08:18:35.948267
model_fitting,0.01433420181274414,0.03515625,149.046875,2025-07-27 08:18:35.969389
model_fitting,0.00538325309753418,0.0,149.046875,2025-07-27 08:18:35.984307
model_fitting,0.010431766510009766,0.0,149.046875,2025-07-27 08:18:35.995359
model_fitting,0.013904333114624023,0.0,149.05078125,2025-07-27 08:18:36.018233
model_fitting,0.020663022994995117,0.0,149.05078125,2025-07-27 08:18:36.050387
model_fitting,0.016940832138061523,0.0,149.0546875,2025-07-27 08:18:36.085868
