test_start,total_return
2018-01-03,-163.570136219016
2018-07-05,-26.434110360452294
2019-01-04,302.4690639386339
2019-07-08,7.236415511759333
2020-01-06,-421.34523596603856
2020-07-07,638.8519977372713
2021-01-05,-263.78148208066125
2021-07-07,2272.8253455839504
2022-01-04,747.5474027446846
2022-07-07,218.960143914786
2023-01-05,484.3931984156435
2023-07-10,-473.4221201341378
2024-01-08,1039.8810023304136
2024-07-10,5927.799813782459
