entry_date,exit_date,entry_price,exit_price,direction,gross_pnl,transaction_cost,net_pnl,holding_period,pair1,pair2,window_idx,train_start,test_start,beta
2022-04-18,2022-05-06,14.522163375992648,12.667101641730682,short,185.5061734261966,0.2718926501772333,185.23428077601938,14,XOM,EOG,0,2020-01-02,2021-12-31,0.6097230710888082
2022-05-17,2022-05-31,16.397744290649612,14.913019978839543,short,148.47243118100693,0.31310764269489155,148.15932353831204,9,XOM,EOG,0,2020-01-02,2021-12-31,0.6097230710888082
2022-06-08,2022-06-10,18.06673776245583,15.25139941239334,short,281.533835006249,0.3331813717484917,281.2006536345005,2,XOM,EOG,0,2020-01-02,2021-12-31,0.6097230710888082
2022-06-16,2022-07-01,19.002544944980954,19.751867673589253,short,-74.93227286082984,0.3875441261857021,-75.31981698701554,10,XOM,EOG,0,2020-01-02,2021-12-31,0.6097230710888082
2022-04-21,2022-05-11,0.21905614587973332,3.1302111671888078,long,291.11550213090743,0.033492673130685414,291.08200945777673,14,BKR,HAL,0,2020-01-02,2021-12-31,0.8259925593345763
2022-06-09,2022-06-17,0.6882752774557375,3.1904660410414465,long,250.2190763585709,0.03878741318497184,250.18028894538594,6,BKR,HAL,0,2020-01-02,2021-12-31,0.8259925593345763
2022-05-02,2022-06-29,1.5477717706086906,0.6961764527904108,short,85.15953178182798,0.022439482233991018,85.13709229959399,40,MPC,BKR,0,2020-01-02,2021-12-31,2.8487606489940807
2022-09-28,2022-10-14,-1.9750279731491744,2.542267527311168,long,451.7295500460342,0.00567239554161993,451.72387765049257,12,WFC,SCHW,1,2020-07-02,2022-07-05,0.5671582219838041
2022-12-02,2022-12-30,-2.0740116192296014,-6.858172143161646,long,-478.41605239320444,-0.08932183762391248,-478.3267305555805,19,WFC,SCHW,1,2020-07-02,2022-07-05,0.5671582219838041
2022-09-28,2022-11-14,-5.183279600674382,-3.6142230689143346,short,-156.90565317600473,-0.08797502669588717,-156.81767814930885,33,WFC,AXP,1,2020-07-02,2022-07-05,0.3186390445171973
2022-12-05,2022-12-30,-7.215406561157138,-6.8675996670510315,long,34.78068941061068,-0.1408300622820817,34.92151947289276,18,WFC,AXP,1,2020-07-02,2022-07-05,0.3186390445171973
2022-10-07,2022-10-14,-19.851666247829087,-39.97899694403384,short,2012.7330696204751,-0.5983066319186292,2013.3313762523937,5,GS,USB,1,2020-07-02,2022-07-05,8.533312971500806
2022-10-19,2022-12-15,-17.823312810178322,7.955961349777795,short,-2577.9274159956117,-0.0986735146040053,-2577.828742481008,40,GS,USB,1,2020-07-02,2022-07-05,8.533312971500806
2022-10-12,2022-11-18,-4.2095289170580905,-3.971560232950914,short,-23.796868410717664,-0.08181089150009005,-23.715057519217574,27,BAC,BK,1,2020-07-02,2022-07-05,0.9377367198745491
2022-12-06,2022-12-30,-6.197597702355132,-8.401978859694154,long,-220.43811573390215,-0.14599576562049288,-220.29211996828167,17,BAC,BK,1,2020-07-02,2022-07-05,0.9377367198745491
2022-09-28,2022-10-17,-2.3304223656927405,-8.70375460742271,short,637.3332241729969,-0.1103417697311545,637.443565942728,13,SCHW,AXP,1,2020-07-02,2022-07-05,0.5372214991447763
2022-10-28,2022-11-10,-1.0713971566585343,-4.663618572959322,short,359.2221416300788,-0.05735015729617857,359.279491787375,9,SCHW,AXP,1,2020-07-02,2022-07-05,0.5372214991447763
2022-12-21,2022-12-30,1.8953762184741834,3.493164198854217,short,-159.77879803800334,0.05388540417328401,-159.83268344217663,6,SCHW,AXP,1,2020-07-02,2022-07-05,0.5372214991447763
2022-09-30,2022-10-05,15.213996163353158,17.71132518100343,long,249.7329017650273,0.32925321344356595,249.40364855158373,3,XOM,EOG,1,2020-07-02,2022-07-05,0.6484243154223888
2022-10-28,2022-11-07,23.423464022696635,19.007362875285523,short,441.6101147411112,0.42430826897982155,441.1858064721314,6,XOM,EOG,1,2020-07-02,2022-07-05,0.6484243154223888
2022-12-08,2022-12-30,23.749854719340505,25.389723912471396,short,-163.98691931308917,0.491395786318119,-164.4783150994073,15,XOM,EOG,1,2020-07-02,2022-07-05,0.6484243154223888
2022-09-28,2022-10-06,-2.176200336556988,3.3958400391419303,long,557.2040375698919,0.012196397025849424,557.191841172866,6,XOM,MPC,1,2020-07-02,2022-07-05,0.8827756214281904
2022-10-28,2022-11-01,6.524553041013277,2.9509802410619415,short,357.3572799951336,0.0947553328207522,357.26252466231284,2,XOM,MPC,1,2020-07-02,2022-07-05,0.8827756214281904
2022-11-22,2022-12-02,-0.9479960240552714,2.079889428593958,long,302.78854526492296,0.011318934045386869,302.77722633087757,7,XOM,MPC,1,2020-07-02,2022-07-05,0.8827756214281904
2022-10-24,2022-11-18,36.50378439220124,39.29907456011868,long,279.5290167917443,0.7580285895231993,278.77098820222113,19,CVX,HAL,1,2020-07-02,2022-07-05,3.625437912215122
2022-12-02,2022-12-09,30.139834489897737,38.07530469600428,long,793.5470206106544,0.6821513918590203,792.8648692187953,5,CVX,HAL,1,2020-07-02,2022-07-05,3.625437912215122
2022-12-13,2022-12-30,29.35859523382929,26.66101673394286,long,-269.7578499886433,0.5601961196777215,-270.31804610832097,12,CVX,HAL,1,2020-07-02,2022-07-05,3.625437912215122
2022-09-28,2022-10-07,-27.20179194807274,-21.768889275616488,long,543.290267245625,-0.4897068122368923,543.779974057862,7,EOG,MPC,1,2020-07-02,2022-07-05,1.3423539825293256
2022-11-01,2022-11-04,-28.794834944695793,-21.549894335620706,long,724.4940609075087,-0.503447292803165,724.9975082003118,3,EOG,MPC,1,2020-07-02,2022-07-05,1.3423539825293256
2022-11-18,2022-12-05,-28.046934840795473,-23.09748771277208,long,494.9447128023394,-0.5114442255356755,495.45615702787507,10,EOG,MPC,1,2020-07-02,2022-07-05,1.3423539825293256
2022-12-12,2022-12-16,-30.524568516164095,-25.804188981962483,long,472.0379534201612,-0.5632875749812658,472.60124099514246,4,EOG,MPC,1,2020-07-02,2022-07-05,1.3423539825293256
2022-12-28,2022-12-30,-30.392837169196667,-30.853272559837194,long,-46.04353906405265,-0.6124610972903386,-45.43107796676232,2,EOG,MPC,1,2020-07-02,2022-07-05,1.3423539825293256
2022-10-05,2022-11-09,0.20594053544687085,0.12952691466123767,long,-7.6413620785633185,0.0033546745010810857,-7.6447167530644,25,BKR,HAL,1,2020-07-02,2022-07-05,0.7953704215184546
2022-12-23,2022-12-30,-2.0658313120636045,-1.8570805044996952,long,20.87508075639093,-0.039229118165633,20.91430987455656,4,BKR,HAL,1,2020-07-02,2022-07-05,0.7953704215184546
2022-10-03,2022-10-28,23.739358994121233,18.239193006206307,short,550.0165987914926,0.4197855200032754,549.5968132714893,19,EOG,BKR,1,2020-07-02,2022-07-05,3.9734903618367454
2022-12-02,2022-12-30,13.783498017200245,6.646080409147785,long,-713.7417608052459,0.20429578426348027,-713.9460565895095,19,EOG,BKR,1,2020-07-02,2022-07-05,3.9734903618367454
2022-09-28,2022-10-05,-5.832267744654963,-3.0023008714303927,long,282.9966873224571,-0.08834568616085356,283.0850330086179,5,SLB,MPC,1,2020-07-02,2022-07-05,0.41539920378669576
2022-10-19,2022-11-22,0.1563565142753518,0.5904784034620008,short,-43.412188918664896,0.0074683491773735265,-43.41965726784227,24,SLB,MPC,1,2020-07-02,2022-07-05,0.41539920378669576
2022-10-05,2022-11-07,33.057771777067465,29.103453362523297,short,395.4318414544168,0.6216122513959077,394.8102292030209,23,XOM,BKR,1,2020-07-02,2022-07-05,2.5829961907314534
2022-12-06,2022-12-27,26.418294175998767,29.80679327092568,long,338.8499094926914,0.5622508744692445,338.2876586182221,14,XOM,BKR,1,2020-07-02,2022-07-05,2.5829961907314534
2022-10-21,2022-11-01,-7.588779649279672,-10.313756730049732,short,272.497708077006,-0.17902536379329406,272.6767334407993,7,SLB,PSX,1,2020-07-02,2022-07-05,0.6038537256540644
2022-11-04,2022-11-11,-6.725029029458099,-9.38657226256489,short,266.15432331067905,-0.1611160129202299,266.31543932359926,5,SLB,PSX,1,2020-07-02,2022-07-05,0.6038537256540644
2022-11-23,2022-12-02,-12.790360579203607,-9.269136664158339,long,352.1223915045269,-0.22059497243361947,352.3429864769605,6,SLB,PSX,1,2020-07-02,2022-07-05,0.6038537256540644
2022-12-21,2022-12-30,-6.783394171699044,-7.044811681304694,short,26.14175096056499,-0.1382820585300374,26.28003301909503,6,SLB,PSX,1,2020-07-02,2022-07-05,0.6038537256540644
2022-10-31,2022-11-09,20.15617493103602,14.73559744597327,short,542.0577485062751,0.3489177237700929,541.708830782505,7,CVX,VLO,1,2020-07-02,2022-07-05,1.2280104807041448
2022-11-22,2022-11-30,6.245585019557836,13.418090520690043,long,717.2505501132207,0.19663675540247882,717.0539133578183,5,CVX,VLO,1,2020-07-02,2022-07-05,1.2280104807041448
2022-12-05,2022-12-12,21.717312735299203,15.919941987069365,short,579.7370748229838,0.3763725472236857,579.3607022757601,5,CVX,VLO,1,2020-07-02,2022-07-05,1.2280104807041448
2023-03-30,2023-04-17,-5.984157645772164,-3.5512011376448527,long,243.29565081273117,-0.09535358783417017,243.39100440056535,11,BAC,BK,2,2020-12-31,2023-01-03,0.7816418347842793
2023-05-16,2023-06-02,-3.328498248086486,-4.092236288160109,short,76.37380400736227,-0.07420734536246595,76.44801135272473,12,BAC,BK,2,2020-12-31,2023-01-03,0.7816418347842793
2023-03-30,2023-04-04,-10.420776391434089,1.4710770238453676,long,1189.1853415279456,-0.08949699367588722,1189.2748385216216,3,XOM,MPC,2,2020-12-31,2023-01-03,0.8761015164765912
2023-04-21,2023-06-12,4.29774075179607,4.948330838027559,short,-65.05900862314888,0.09246071589823629,-65.15146933904713,35,XOM,MPC,2,2020-12-31,2023-01-03,0.8761015164765912
2023-05-18,2023-06-13,18.989642250026648,22.356609375199184,long,336.6967125172536,0.4134625162522583,336.28325000100136,17,CVX,EOG,2,2020-12-31,2023-01-03,1.182570523496766
2023-09-29,2023-10-16,-2.6357814006800027,-4.847663898638331,short,221.1882497958328,-0.07483445299318334,221.26308424882598,11,COP,EOG,3,2021-07-02,2023-07-06,0.9893276559027544
2023-12-21,2023-12-27,-1.803223970178422,-3.207473459752734,short,140.42494895743118,-0.05010697429931156,140.4750559317305,3,COP,EOG,3,2021-07-02,2023-07-06,0.9893276559027544
2024-01-02,2024-01-03,-1.5638690997104874,-2.4957671431289157,short,93.18980434184283,-0.04059636242839404,93.23040070427122,1,COP,EOG,3,2021-07-02,2023-07-06,0.9893276559027544
2023-10-11,2024-01-03,-16.29313919985296,-26.51464849938,long,-1022.1509299527042,-0.4280778769923296,-1021.7228520757119,57,XOM,MPC,3,2021-07-02,2023-07-06,0.8140790699153841
2023-09-29,2023-10-11,6.609879420198837,-1.082020799131243,short,769.190021933008,0.05527858621067594,769.1347433467973,8,CVX,EOG,3,2021-07-02,2023-07-06,1.2693498789944635
2023-10-25,2023-12-06,-9.668092751563847,-8.789919930440135,long,87.81728211237123,-0.18458012682003982,88.00186223919127,29,CVX,EOG,3,2021-07-02,2023-07-06,1.2693498789944635
2023-10-31,2024-01-03,49.354505123206714,67.36785772830427,short,-1801.335260509756,1.1672236285151099,-1802.502484138271,43,PSX,VLO,3,2021-07-02,2023-07-06,0.4823850626010661
2023-10-04,2023-11-02,-54.68080245846002,-54.52365332447741,short,-15.714913398261388,-1.0920445578293743,-14.622868840432012,21,MPC,PSX,3,2021-07-02,2023-07-06,1.839352965724754
2023-11-29,2024-01-03,-70.83323324372867,-84.34253934061559,long,-1350.9306096886917,-1.5517577258434427,-1349.3788519628483,23,MPC,PSX,3,2021-07-02,2023-07-06,1.839352965724754
2024-04-02,2024-06-27,8.735797731475621,11.949999023268418,short,-321.4201291792797,0.2068579675474404,-321.6269871468271,60,GM,F,4,2021-12-31,2024-01-04,2.923857280318053
2024-04-09,2024-05-23,-17.055023345228705,-17.551384649232887,long,-49.63613040041821,-0.34606407994461597,-49.29006632047359,32,COP,EOG,4,2021-12-31,2024-01-04,1.1030864462236734
2024-06-25,2024-07-05,-21.744164596303193,-23.462904394112485,long,-171.87397978092918,-0.4520706899041568,-171.42190909102501,7,COP,EOG,4,2021-12-31,2024-01-04,1.1030864462236734
2024-10-01,2024-10-23,123.82711534437078,134.24140815560355,long,1041.429281123277,2.5806852349997436,1038.8485958882773,16,MSFT,META,5,2022-07-05,2024-07-08,0.511979879731884
2024-10-31,2024-11-13,114.11090542161958,126.50804459233393,long,1239.7139170714354,2.4061895001395355,1237.3077275712958,9,MSFT,META,5,2022-07-05,2024-07-08,0.511979879731884
2024-12-20,2024-12-23,135.78817408741907,126.98080622372453,short,880.7367863694537,2.6276898031114357,878.1090965663423,1,MSFT,META,5,2022-07-05,2024-07-08,0.511979879731884
2025-01-02,2025-01-03,110.68643581600753,112.68318983597811,long,199.6754019970581,2.233696256519856,197.44170574053823,1,MSFT,META,5,2022-07-05,2024-07-08,0.511979879731884
2024-10-17,2024-10-22,1.9989226789650445,4.4298331714811425,long,243.0910492516098,0.06428755850446187,243.02676169310533,3,C,AXP,5,2022-07-05,2024-07-08,0.21334638729615457
2024-11-15,2024-11-22,7.041574530882961,5.052144431845825,short,198.94300990371363,0.12093718962728786,198.82207271408635,5,C,AXP,5,2022-07-05,2024-07-08,0.21334638729615457
2024-12-05,2024-12-19,7.569828046606368,5.392512905273129,short,217.73151413332386,0.12962340951879497,217.60189072380507,10,C,AXP,5,2022-07-05,2024-07-08,0.21334638729615457
2024-10-11,2024-11-05,-14.067464280521733,-9.837560558462968,long,422.9903722058765,-0.239050248389847,423.22942245426634,17,MPC,PSX,5,2022-07-05,2024-07-08,1.3231395607510292
2024-11-25,2024-12-10,-18.377300477787742,-13.80684893451766,long,457.04515432700816,-0.321841494123054,457.36699582113124,10,MPC,PSX,5,2022-07-05,2024-07-08,1.3231395607510292
2025-01-02,2025-01-03,-8.70884006113107,-9.654981235877273,short,94.61411747462023,-0.18363821297008343,94.79775568759031,1,MPC,PSX,5,2022-07-05,2024-07-08,1.3231395607510292
2024-10-04,2024-10-29,-22.619200577618358,-22.670616663787897,long,-5.141608616953874,-0.45289817241406255,-4.688710444539812,17,COP,EOG,5,2022-07-05,2024-07-08,1.0427905283303565
2024-10-31,2024-11-08,-17.11433922473347,-26.72449496981767,short,961.01557450842,-0.43838834194551146,961.4539628503654,6,COP,EOG,5,2022-07-05,2024-07-08,1.0427905283303565
2024-11-12,2024-12-19,-26.65145512132665,-26.685004274336364,long,-3.3549153009715837,-0.5333645939566302,-2.8215507070149535,26,COP,EOG,5,2022-07-05,2024-07-08,1.0427905283303565
